id,country,score,complexity,ads_score_category
1772977229258760,JP,1.0,2.465151208782137,>50%
1762180839792640,GB,1.0,1.858941033774202,>50%
1768629614968860,US,1.0,1.8892515425245988,>50%
1770653216285710,HU,1.0,1.646767472521425,>50%
1773602287584300,PT,1.0,2.192356630028566,>50%
1770940513839120,JP,1.0,4.056452918177966,>50%
1773573408153610,US,1.0,1.8892515425245988,>50%
1771639952060430,SG,1.0,1.646767472521425,>50%
1773119371607090,CA,1.0,1.9347173056501938,>50%
1773119087299600,CA,1.0,1.9347173056501938,>50%
1773602206488570,BR,1.0,2.2075118844037647,>50%
1771639952060430,GR,1.0,1.646767472521425,>50%
1770164604637180,US,1.0,1.9347173056501938,>50%
1771639952060430,AE,1.0,1.7225437443974165,>50%
1771940809330800,GB,1.0,1.7983200162734085,>50%
1773595577255980,MY,1.0,2.692480024410113,>50%
1771639952060430,CA,1.0,1.9347173056501938,>50%
1771639952060430,SA,1.0,1.7225437443974165,>50%
1771639952060430,GB,1.0,1.7983200162734085,>50%
1773595585697790,MY,1.0,2.692480024410113,>50%
1771639952060430,NO,1.0,1.646767472521425,>50%
1773324104901660,US,1.0,1.5255254375198377,>50%
1773053416248370,BR,1.0,1.7680095075230116,>50%
1773301818891280,CA,1.0,1.9347173056501938,>50%
1769869625886720,US,1.0,1.9347173056501938,>50%
1773301726281760,CA,1.0,1.9347173056501938,>50%
1773300533379100,CA,1.0,1.9347173056501938,>50%
1772649173252140,JP,1.0,2.465151208782137,>50%
1772649173252140,FI,1.0,1.5558359462702345,>50%
1772649173252140,RO,1.0,1.646767472521425,>50%
1772649173252140,HU,1.0,1.5558359462702345,>50%
1772649173252140,GB,1.0,1.858941033774202,>50%
1772331510445100,US,1.0,1.9347173056501938,>50%
1772649173252140,RO,1.0,2.1317356125277724,>50%
1772649173252140,SE,1.0,1.3133518762670604,>50%
1767884797904920,US,1.0,1.8892515425245988,>50%
1769866611968000,DK,1.0,1.646767472521425,>50%
1770034198365200,ES,1.0,2.040804086276582,>50%
1770044555896880,GB,1.0,1.9498725600253923,>50%
1730682441306140,KH,1.0,1.4649044200190442,>50%
1773053416248370,BR,1.0,1.7680095075230116,>50%
1772501230876700,US,1.0,1.9347173056501938,>50%
1730682441306140,TR,1.0,0.4495023768807529,>50%
1772104659121170,JP,1.0,4.056452918177966,>50%
1773263292438530,US,1.0,1.9347173056501938,>50%
1730682441306140,KW,1.0,1.5558359462702345,>50%
1751562831996920,US,1.0,1.8892515425245988,>50%
1741325483580410,IL,1.0,1.495214928769441,>50%
1770367562105850,GB,1.0,1.7983200162734085,>50%
1770367562105850,IE,1.0,1.646767472521425,>50%
1772591592938520,GB,1.0,1.7983200162734085,>50%
1773158418017280,AR,1.0,1.646767472521425,>50%
1773211794935820,CA,1.0,1.9347173056501938,>50%
1773573422050320,US,1.0,1.8892515425245988,>50%
1773051963819040,US,1.0,1.8892515425245988,>50%
1773293685750830,NO,1.0,1.5558359462702345,>50%
1736022440976400,ID,1.0,1.9195620512749956,>50%
1773047395333170,AU,1.0,1.980183068775789,>50%
1773511655781390,VN,1.0,2.4196854456565413,>50%
1757984920654880,JP,1.0,4.056452918177966,>50%
1731526320526400,TW,1.0,3.116827146915667,>50%
1773498445687850,VN,1.0,2.4348407000317405,>50%
1773498488515580,VN,1.0,2.4348407000317405,>50%
1773500806973470,VN,1.0,2.4348407000317405,>50%
1773500739564540,VN,1.0,2.4348407000317405,>50%
1749755230579710,US,1.0,1.8892515425245988,>50%
1773531512952860,VN,1.0,2.4348407000317405,>50%
1753586205415450,CA,1.0,1.8892515425245988,>50%
1767234953622530,UY,1.0,1.646767472521425,>50%
1767234953622530,AR,1.0,1.646767472521425,>50%
1770112959507490,JP,1.0,4.056452918177966,>50%
1773511594613800,VN,1.0,2.4196854456565413,>50%
1773511545335850,VN,1.0,2.4196854456565413,>50%
1773511655709720,VN,1.0,2.4196854456565413,>50%
1743775307926560,GB,1.0,1.858941033774202,>50%
1770113296570410,JP,1.0,4.056452918177966,>50%
1773513307521040,VN,1.0,2.4348407000317405,>50%
1773513343236140,VN,1.0,2.4348407000317405,>50%
1773513870150690,VN,1.0,2.4348407000317405,>50%
1773514814853150,VN,1.0,2.4348407000317405,>50%
1773514811603970,VN,1.0,2.4348407000317405,>50%
1773514814866480,VN,1.0,2.4348407000317405,>50%
1765610056862720,US,1.0,1.9347173056501938,>50%
1744479574482970,ID,1.0,2.2984434106549543,>50%
1773516027848700,VN,1.0,2.4196854456565413,>50%
1773516372016170,VN,1.0,2.4196854456565413,>50%
1773516387613730,VN,1.0,2.4196854456565413,>50%
1773516387623950,VN,1.0,2.4196854456565413,>50%
1773515443364890,VN,1.0,2.4348407000317405,>50%
1754265971438600,NZ,1.0,1.646767472521425,>50%
1773534393640970,VN,1.0,2.4348407000317405,>50%
1747622616763390,AU,1.0,1.980183068775789,>50%
1773490798632970,SA,1.0,1.7225437443974165,>50%
1773537529214000,FR,1.0,1.858941033774202,>50%
1742842546611200,TR,1.0,1.6619227268966228,>50%
1749121094717550,US,1.0,1.8892515425245988,>50%
1753833844831280,FI,1.0,1.646767472521425,>50%
1753833844831280,RO,1.0,2.1317356125277724,>50%
1753833844831280,GR,1.0,2.3893749369061448,>50%
1753833844831280,CZ,1.0,2.071114595026979,>50%
1753833844831280,CZ,1.0,1.646767472521425,>50%
1753833844831280,EG,1.0,1.7225437443974165,>50%
1752272524655630,FI,1.0,1.5558359462702345,>50%
1752272524655630,NO,1.0,1.5558359462702345,>50%
1752272524655630,NO,1.0,1.5558359462702345,>50%
1772422251351050,US,1.0,1.5255254375198377,>50%
1750210064820270,FI,1.0,1.646767472521425,>50%
1750210064820270,EG,1.0,1.7225437443974165,>50%
1773535055902750,VN,1.0,2.4348407000317405,>50%
1750210064820270,RO,1.0,1.646767472521425,>50%
1773483459430430,VN,1.0,2.4348407000317405,>50%
1759042115479580,AU,1.0,1.980183068775789,>50%
1759042115479580,GB,1.0,1.858941033774202,>50%
1759042115479580,US,1.0,1.8892515425245988,>50%
1772679242567690,IT,1.0,1.9044067968997973,>50%
1760293313112080,GB,1.0,1.858941033774202,>50%
1760293313112080,AU,1.0,1.980183068775789,>50%
1760495824804860,CA,1.0,1.9347173056501938,>50%
1741535615726620,US,1.0,1.8892515425245988,>50%
1760856548748300,US,1.0,1.9347173056501938,>50%
1752705823515640,TR,1.0,1.6619227268966228,>50%
1773533716154380,MY,1.0,2.692480024410113,>50%
1756980506712080,KR,1.0,2.4954617175325335,>50%
1742892349209610,KZ,1.0,1.646767472521425,>50%
1773517843577900,VN,1.0,2.4196854456565413,>50%
1773517867161630,VN,1.0,2.4196854456565413,>50%
1773459727963180,VN,1.0,2.4348407000317405,>50%
1773472242539630,VN,1.0,2.4348407000317405,>50%
1773472237628430,VN,1.0,2.4348407000317405,>50%
1773055190177790,US,1.0,1.8892515425245988,>50%
1747622616763390,US,1.0,1.8892515425245988,>50%
1747622616763390,DE,1.0,0.7222969556343237,>50%
1773054455743500,US,1.0,1.8892515425245988,>50%
1773055190177790,US,1.0,1.8892515425245988,>50%
1773472942358540,VN,1.0,2.4348407000317405,>50%
1747622616763390,IE,1.0,1.495214928769441,>50%
1773466885942270,VN,1.0,2.4348407000317405,>50%
1747622616763390,GB,1.0,1.858941033774202,>50%
1773460517858330,VN,1.0,2.4348407000317405,>50%
1773460363374590,VN,1.0,2.4348407000317405,>50%
1772926368108560,IT,1.0,10.694454334514855,>50%
1773331161559080,US,1.0,1.5255254375198377,>50%
1773517843597310,VN,1.0,2.4196854456565413,>50%
1773516926972970,FR,1.0,1.858941033774202,>50%
1740216655110190,VN,1.0,2.4196854456565413,>50%
1773460649272350,VN,1.0,2.4348407000317405,>50%
1773531518222360,TW,1.0,3.116827146915667,>50%
1773325462877200,US,1.0,1.5255254375198377,>50%
1758543228094480,SA,1.0,1.7225437443974165,>50%
1773580199961600,US,1.0,1.5255254375198377,>50%
1773414483579950,US,1.0,1.8892515425245988,>50%
1773414483579950,US,1.0,1.9347173056501938,>50%
1773532292972560,VN,1.0,2.4348407000317405,>50%
1773446184227840,US,1.0,1.9347173056501938,>50%
1773195853847550,US,1.0,1.9347173056501938,>50%
1773397439563770,JP,1.0,4.056452918177966,>50%
1773220081918970,US,1.0,1.9347173056501938,>50%
1771871833741360,US,1.0,1.8892515425245988,>50%
1773241913585660,US,1.0,1.5255254375198377,>50%
1773544167869480,MY,1.0,2.692480024410113,>50%
1773315274217520,US,1.0,1.5255254375198377,>50%
1773519232363550,VN,1.0,2.4196854456565413,>50%
1773519232347160,VN,1.0,2.4196854456565413,>50%
1773519592085550,VN,1.0,2.4196854456565413,>50%
1766949204944890,US,1.0,1.8892515425245988,>50%
1747711278240780,US,1.0,1.8892515425245988,>50%
1747711278240780,PT,1.0,1.646767472521425,>50%
1747711278240780,AU,1.0,1.980183068775789,>50%
1747711278240780,PT,1.0,2.192356630028566,>50%
1735687722601480,ID,1.0,2.2984434106549543,>50%
1731175825575970,AT,1.0,0.5404339031319432,>50%
1747711278240780,ES,1.0,1.9044067968997973,>50%
1747711278240780,IT,1.0,1.252730858766267,>50%
1747711278240780,GB,1.0,1.858941033774202,>50%
1773487659961360,CA,1.0,1.9347173056501938,>50%
1747711278240780,ES,1.0,1.2678861131414654,>50%
1747711278240780,NL,1.0,0.9950915343878944,>50%
1773581392211980,BR,1.0,8.22414787135752,>50%
1747711278240780,DK,1.0,1.176954586890275,>50%
1747711278240780,CA,1.0,1.8892515425245988,>50%
1773142853648380,US,1.0,1.5255254375198377,>50%
1747711278240780,IT,1.0,1.252730858766267,>50%
1747711278240780,IE,1.0,1.495214928769441,>50%
1747711278240780,FR,1.0,2.1772013756533677,>50%
1757781453518860,KR,1.0,2.4954617175325335,>50%
1773314916796410,US,1.0,1.5255254375198377,>50%
1773482278426620,VN,1.0,2.4348407000317405,>50%
1773482278426620,VN,1.0,2.4348407000317405,>50%
1773314494430250,US,1.0,1.5255254375198377,>50%
1773315393664010,US,1.0,1.5255254375198377,>50%
1771639952060430,SE,1.0,1.646767472521425,>50%
1769868003671040,FR,1.0,2.1468908669029707,>50%
1773595569325070,MY,1.0,2.692480024410113,>50%
1761058310589450,KW,1.0,1.646767472521425,>50%
1773550904186920,GB,1.0,1.858941033774202,>50%
1769057503455260,BR,1.0,1.7680095075230116,>50%
1772774366423080,VN,1.0,2.4196854456565413,>50%
1772852345794560,CA,1.0,1.9347173056501938,>50%
1772744499351580,VN,1.0,2.4196854456565413,>50%
1772743630468090,VN,1.0,2.4196854456565413,>50%
1752556244326410,US,1.0,1.9347173056501938,>50%
1768634999674930,MY,1.0,2.6773247700349136,>50%
1772669418796060,AU,1.0,1.980183068775789,>50%
1746907327584300,ID,1.0,2.2984434106549543,>50%
1773566333323310,MY,1.0,2.692480024410113,>50%
1773566976324650,US,1.0,1.8892515425245988,>50%
1773561952114700,ES,1.0,1.9044067968997973,>50%
1773560393569280,IT,1.0,1.252730858766267,>50%
1759566736804890,US,1.0,1.9347173056501938,>50%
1758504515470370,MY,1.0,2.692480024410113,>50%
1726297365386290,DE,1.0,0.7222969556343237,>50%
1772325058734120,BR,1.0,1.7680095075230116,>50%
1771042475868210,AU,1.0,1.980183068775789,>50%
1772318057252860,BR,1.0,1.7680095075230116,>50%
1773550920167470,AU,1.0,1.980183068775789,>50%
1768110086089740,MY,1.0,2.6773247700349136,>50%
1741207409056810,AU,1.0,1.980183068775789,>50%
1773573608853500,CA,1.0,1.9347173056501938,>50%
1771873289239600,DK,1.0,1.646767472521425,>50%
1771873289239600,BE,1.0,1.646767472521425,>50%
1711596396358670,TW,1.0,0.6313654293831334,>50%
1773528409131010,VN,1.0,2.4196854456565413,>50%
1767392366439450,TH,1.0,2.025648831901384,>50%
1760747822381050,TR,1.0,1.6619227268966228,>50%
1711596396810240,GB,1.0,1.858941033774202,>50%
1773576059152430,MY,1.0,2.692480024410113,>50%
1772918733171720,LB,1.0,1.646767472521425,>50%
1760794835125260,TR,1.0,1.6619227268966228,>50%
1773566335437850,MY,1.0,2.692480024410113,>50%
1767567705104400,VN,1.0,2.4196854456565413,>50%
1711596399836170,JP,1.0,2.465151208782137,>50%
1734559443498090,FR,1.0,2.1772013756533677,>50%
1734559443498090,FR,1.0,2.1772013756533677,>50%
1697827688798300,US,1.0,1.8892515425245988,>50%
1760966428402700,ID,1.0,2.2984434106549543,>50%
1771882804124670,US,1.0,1.9347173056501938,>50%
1768110086084620,MY,1.0,2.6773247700349136,>50%
1773566334517240,MY,1.0,2.692480024410113,>50%
1734540074828800,ES,1.0,1.2678861131414654,>50%
1769826449034250,CA,1.0,1.9347173056501938,>50%
1714640830094370,VN,1.0,2.4196854456565413,>50%
1769433242777640,AU,1.0,1.980183068775789,>50%
1772305673447440,CA,1.0,1.9347173056501938,>50%
1769433242777640,ZA,1.0,1.3133518762670604,>50%
1769433242777640,MX,1.0,2.2075118844037647,>50%
1769433242777640,IE,1.0,1.495214928769441,>50%
1773595566330880,MY,1.0,2.692480024410113,>50%
1768161167809570,UY,1.0,1.646767472521425,>50%
1767036397794300,JP,1.0,4.056452918177966,>50%
1769433242777640,PT,1.0,2.192356630028566,>50%
1769433242777640,CZ,1.0,2.071114595026979,>50%
1769152194142240,US,1.0,1.8892515425245988,>50%
1769433242777640,CO,1.0,2.116580358152574,>50%
1771745713852450,AU,1.0,1.980183068775789,>50%
1769433242777640,JP,1.0,2.465151208782137,>50%
1769433242777640,BR,1.0,2.2075118844037647,>50%
1769433242777640,BE,1.0,0.9344705168871008,>50%
1769433242777640,TH,1.0,1.6770779812718213,>50%
1769433242777640,DE,1.0,0.7222969556343237,>50%
1769433242777640,SE,1.0,1.3133518762670604,>50%
1769433242777640,GB,1.0,1.858941033774202,>50%
1767310770010140,US,1.0,1.8892515425245988,>50%
1769433242777640,RO,1.0,2.1317356125277724,>50%
1769433242777640,FI,1.0,1.5558359462702345,>50%
1773560393569280,IT,1.0,1.9044067968997973,>50%
1769433242777640,NL,1.0,0.9950915343878944,>50%
1773561032037420,MY,1.0,2.692480024410113,>50%
1740941696579580,JP,1.0,4.056452918177966,>50%
1740940176813050,JP,1.0,4.056452918177966,>50%
1738753717751840,JP,1.0,4.056452918177966,>50%
1738752763259930,JP,1.0,4.056452918177966,>50%
1769433242777640,AR,1.0,2.5712379894085258,>50%
1769433242777640,BY,1.0,2.4348407000317405,>50%
1769433242777640,ID,1.0,1.9195620512749956,>50%
1769433242777640,CL,1.0,1.9953383231509874,>50%
1769433242777640,EC,1.0,1.5558359462702345,>50%
1769433242777640,PE,1.0,1.737698998772615,>50%
1769433242777640,GR,1.0,2.3893749369061448,>50%
1769433242777640,UY,1.0,1.5558359462702345,>50%
1769433242777640,MY,1.0,2.692480024410113,>50%
1769433242777640,HU,1.0,1.5558359462702345,>50%
1769433242777640,PL,1.0,1.6770779812718213,>50%
1769433242777640,DK,1.0,1.176954586890275,>50%
1769433242777640,CH,1.0,0.6010549206327367,>50%
1769433242777640,IL,1.0,1.495214928769441,>50%
1769433242777640,NZ,1.0,1.5861464550206315,>50%
1771873289239600,CA,1.0,1.9347173056501938,>50%
1752697263961130,HU,1.0,1.5558359462702345,>50%
1724385503656970,FI,1.0,1.646767472521425,>50%
1767664297198600,JP,1.0,4.056452918177966,>50%
1763766858169370,MY,1.0,2.6773247700349136,>50%
1738304605976620,NZ,1.0,1.5861464550206315,>50%
1773552155744300,TH,1.0,1.6770779812718213,>50%
1771777377688610,GB,1.0,1.7983200162734085,>50%
1772998101648410,VN,1.0,2.4196854456565413,>50%
1763582835715070,MY,1.0,2.6773247700349136,>50%
1765121170665500,JP,1.0,4.056452918177966,>50%
1772303681254410,JP,1.0,4.056452918177966,>50%
1772531745742850,MX,1.0,1.646767472521425,>50%
1700465777924140,US,1.0,1.9347173056501938,>50%
1738303920938010,NZ,1.0,1.5861464550206315,>50%
1738303151826990,AU,1.0,1.980183068775789,>50%
1773587939734560,FR,1.0,2.1772013756533677,>50%
1765089254920220,JP,1.0,4.056452918177966,>50%
1770790523232290,US,1.0,1.9347173056501938,>50%
1764813273437210,US,1.0,1.8892515425245988,>50%
1772928814018610,VN,1.0,2.4196854456565413,>50%
1764585402541070,JP,1.0,4.056452918177966,>50%
1730682441306140,EG,1.0,1.8892515425245988,>50%
1767664297196540,JP,1.0,4.056452918177966,>50%
1771869254914060,US,1.0,1.8892515425245988,>50%
1769938381744140,JP,1.0,4.056452918177966,>50%
1738304016410620,NZ,1.0,1.5861464550206315,>50%
1738304421208090,NZ,1.0,1.5861464550206315,>50%
1767187070795790,ID,1.0,2.2984434106549543,>50%
1773552389861390,TH,1.0,1.6770779812718213,>50%
1772968751779870,US,1.0,1.9347173056501938,>50%
1773594747740160,MY,1.0,2.692480024410113,>50%
1767187070787580,ID,1.0,2.2984434106549543,>50%
1767187070801970,ID,1.0,2.2984434106549543,>50%
1767540892154930,US,1.0,1.9347173056501938,>50%
1767187528079370,ID,1.0,2.2984434106549543,>50%
1772562893428780,VN,1.0,2.4348407000317405,>50%
1767027023555630,TH,1.0,2.025648831901384,>50%
1738851630617600,VN,1.0,2.4196854456565413,>50%
1773586313817130,JP,1.0,2.465151208782137,>50%
1772303482271770,JP,1.0,4.056452918177966,>50%
1763583923607580,NZ,1.0,1.5861464550206315,>50%
1762072797178930,CA,0.9999374816719557,1.9347173056501938,>50%
1762072797178930,US,0.9999374816719557,1.9347173056501938,>50%
1772977229258760,CA,0.9995462949754385,1.8892515425245988,>50%
1769433242777640,AT,0.9982772741289633,0.5404339031319432,>50%
1773267114626060,NL,0.9973523400005091,1.646767472521425,>50%
1773047395333170,CA,0.9971701834791394,1.9347173056501938,>50%
1773589026642970,BR,0.9961573536610787,2.2075118844037647,>50%
1772669418796060,NZ,0.9953127176631141,1.5861464550206315,>50%
1773016717830140,EG,0.994728128267226,1.8892515425245988,>50%
1773016717830140,EG,0.994728128267226,1.8892515425245988,>50%
1773112965960700,US,0.9941643118804643,1.8892515425245988,>50%
1772977229258760,GB,0.9932933215602787,1.7983200162734085,>50%
1773381263590450,AU,0.9930489055764004,1.980183068775789,>50%
1773113020367920,US,0.992581455987617,1.8892515425245988,>50%
1772961983775760,CA,0.9917590855246192,1.9347173056501938,>50%
1772961983775760,CA,0.9917590855246192,1.9347173056501938,>50%
1741907050549240,AU,0.9912016011038236,1.980183068775789,>50%
1762072797178930,GB,0.9905580215492161,1.7983200162734085,>50%
1773534068941840,CA,0.9893481402307407,1.9347173056501938,>50%
1769863071097850,DE,0.9889788656433635,1.616456963771028,>50%
1773534363065390,CA,0.9889504545857215,1.9347173056501938,>50%
1773534089671680,CA,0.9872345974206944,1.9347173056501938,>50%
1742654618720300,AU,0.9869254537801,1.980183068775789,>50%
1773497556372490,US,0.9867996406588813,1.8892515425245988,>50%
1772010610828360,CA,0.9867167742200517,1.9347173056501938,>50%
1773534371010570,CA,0.9864101816734352,1.9347173056501938,>50%
1773533414939640,ID,0.9862984369116655,1.9195620512749956,>50%
1773582916178970,GB,0.985938819009493,1.858941033774202,>50%
1773583192916000,GB,0.985938819009493,1.858941033774202,>50%
1773582738137100,GB,0.985938819009493,1.858941033774202,>50%
1773582415049770,GB,0.985938819009493,1.858941033774202,>50%
1773533930438670,CA,0.9857198172671939,1.9347173056501938,>50%
1773608518850570,ID,0.9855559104254712,1.9195620512749956,>50%
1773534068920350,CA,0.9850450921840712,1.9347173056501938,>50%
1772977229258760,PL,0.9849560236733991,1.6770779812718213,>50%
1772977229258760,TH,0.9849560236733991,1.6770779812718213,>50%
1772977229258760,PL,0.9849560236733991,1.6770779812718213,>50%
1767846771557410,CZ,0.9845098126682107,2.071114595026979,>50%
1762418479993900,SA,0.9843415549167439,1.7225437443974165,>50%
1773534371296270,CA,0.9841849294125409,1.9347173056501938,>50%
1743929265968120,VN,0.9835626788204244,2.4196854456565413,>50%
1773534068931600,CA,0.9833940265005361,1.9347173056501938,>50%
1773533930427400,CA,0.9833046589398575,1.9347173056501938,>50%
1743931917036540,VN,0.9832677658701854,2.4196854456565413,>50%
1772977229258760,BE,0.9828716992016793,1.646767472521425,>50%
1773392301869100,FR,0.9826701970634251,1.858941033774202,>50%
1768381026016250,JP,0.9825363629470871,4.056452918177966,>50%
1762431676056620,ZA,0.9821206725550897,1.646767472521425,>50%
1773539894370320,ID,0.9820889453902119,1.9195620512749956,>50%
1773539894370320,ID,0.9820889453902119,1.9195620512749956,>50%
1773385095025690,LB,0.9817331790330024,1.646767472521425,>50%
1773534367827980,CA,0.9817206189268313,1.9347173056501938,>50%
1773564433432590,US,0.9809444401045188,1.8892515425245988,>50%
1773533861091370,CA,0.9808247091310295,1.9347173056501938,>50%
1773534371019820,CA,0.9806884236009947,1.9347173056501938,>50%
1773564646326320,US,0.9806674006664156,1.8892515425245988,>50%
1773431921266720,BR,0.9800544206935516,1.7680095075230116,>50%
1773592808036370,US,0.9795759099640687,1.8892515425245988,>50%
1773592667000860,US,0.9795759099640687,1.8892515425245988,>50%
1745285335599100,SA,0.9795305646998146,1.7225437443974165,>50%
1741324547664910,HU,0.9787686347768267,1.646767472521425,>50%
1742775843663870,BR,0.9783813762742717,1.7680095075230116,>50%
1772619567589420,SA,0.9778582958149655,1.7225437443974165,>50%
1773047395333170,NZ,0.9773691009978004,1.646767472521425,>50%
1772977229258760,HU,0.9766187257865195,1.5558359462702345,>50%
1772977229258760,FI,0.9766187257865195,1.5558359462702345,>50%
1773592431484960,US,0.9765512047930149,1.8892515425245988,>50%
1773568914496530,GB,0.9756689223552222,1.858941033774202,>50%
1773054627210240,US,0.9749241278268308,1.8892515425245988,>50%
1743937131841550,PH,0.9748181592862462,1.646767472521425,>50%
1773227171948540,BR,0.974457186568234,1.7680095075230116,>50%
1741949537913850,TR,0.9732945561917108,1.6619227268966228,>50%
1773288242835470,ZA,0.9725781940481105,1.646767472521425,>50%
1772977229258760,IE,0.9724500768430798,1.495214928769441,>50%
1772977229258760,IL,0.9724500768430798,1.495214928769441,>50%
1773572461124640,GB,0.971826117246047,1.858941033774202,>50%
1769806555515900,GB,0.9713071651992535,1.858941033774202,>50%
1773284889790490,KZ,0.9677895509280636,1.646767472521425,>50%
1773592299593740,US,0.967073433817157,1.5255254375198377,>50%
1772319620812830,US,0.9658866360975249,1.9347173056501938,>50%
1773281334059040,TH,0.9656704833206673,2.025648831901384,>50%
1773552802635820,TH,0.9635250830720326,1.6770779812718213,>50%
1771377321483290,CA,0.9624030763869015,1.9347173056501938,>50%
1773022355738670,SE,0.9615586266465689,1.646767472521425,>50%
1773553650153500,TH,0.9608635820617775,1.6770779812718213,>50%
1747215448801280,ID,0.96080378755461,2.2984434106549543,>50%
1773564783872030,TH,0.9603818889771574,1.6770779812718213,>50%
1773564638820400,TH,0.960178220306371,1.6770779812718213,>50%
1773587794727960,IQ,0.9601459729278969,1.5558359462702345,>50%
1773550164314140,BR,0.9594448350585687,2.2075118844037647,>50%
1773588509327400,IL,0.9550972266121603,1.495214928769441,>50%
1773577237140490,EC,0.9545897116492413,1.5558359462702345,>50%
1773577237140490,UY,0.9545897116492413,1.5558359462702345,>50%
1772694944426030,US,0.954310287190088,1.8892515425245988,>50%
1773573328943100,GB,0.9534163997462775,1.858941033774202,>50%
1765734253112320,MY,0.9528311294308409,2.6773247700349136,>50%
1765745209394210,MY,0.9527060148458911,2.6773247700349136,>50%
1769530785035310,US,0.9526817324107223,1.5255254375198377,>50%
1773281710178300,SG,0.9523334313087183,1.646767472521425,>50%
1763922466157560,SA,0.9521507251327878,1.8892515425245988,>50%
