id,countries,handling_time,score,mod_score_category
1729842322829314,"['US', 'CA']",3.340507046728275,0.6384689291268955,21.2%-50%
1772371860026370,['GB'],3.5045485335406217,0.6391172708051571,21.2%-50%
1728888969578497,['ID'],3.2982604918908818,0.7072247323334727,21.2%-50%
1752804614390833,"['MX', 'UY', 'CO', 'AR', 'CL', 'EC', 'PE', 'BR']",3.4480885150786817,0.6555919352752474,21.2%-50%
1672130496087046,"['US', 'CA']",3.4185751917972977,0.6636259186639142,21.2%-50%
1753884661423138,['DE'],3.2989176840743495,0.7007701408335465,21.2%-50%
3950155,"['MX', 'CL', 'CO', 'AR', 'PE', 'BR']",3.5819014342258573,0.6413118420890572,21.2%-50%
2311966,['TW'],2.7289065164490265,0.7036953969723936,21.2%-50%
1695095671197697,['ES'],3.198819863169306,0.6867945843611237,21.2%-50%
1501968,"['US', 'CA']",3.4940226927630453,0.6410393873461184,21.2%-50%
1695067179302914,['GB'],2.910548832760332,0.6656431575896996,21.2%-50%
1733016321234945,"['US', 'CA']",3.295566266444054,0.6331059803574631,21.2%-50%
1711419252224001,['PH'],3.5557770692286095,0.6443540468819157,21.2%-50%
1077236,"['MY', 'ID']",3.4726929108177735,0.7345001921007693,21.2%-50%
6236835,['ID'],3.284000446043199,0.6478469372588912,21.2%-50%
7736076,['VN'],3.4749344566484703,0.6944474132427523,21.2%-50%
1756422385051682,['KR'],3.4676719786788177,0.7323724555876799,21.2%-50%
1714700309532674,"['MX', 'UY', 'CL', 'CO', 'AR', 'EC', 'PE', 'BR']",3.506371687192195,0.6304412099831567,21.2%-50%
9921960,"['GB', 'IE']",3.4427907482702045,0.6159695925245738,21.2%-50%
1692119757018113,['BY'],3.4279706455910763,0.655469661616219,21.2%-50%
5356869,"['VN', 'AU', 'NZ']",3.3386238499914347,0.6869409782474603,21.2%-50%
1713507411937282,['GB'],3.5237851353008254,0.6303646384144961,21.2%-50%
1782229,"['MX', 'AR', 'OTHER']",3.0181866118872143,0.7112786958019036,21.2%-50%
9162935,"['MY', 'SG']",3.2878896364790444,0.617562229137345,21.2%-50%
1747108832929793,['IT'],3.397242670161414,0.6871839624756971,21.2%-50%
5108027,"['SA', 'OM', 'BH', 'QA', 'AE', 'DZ', 'JO', 'IQ', 'KW', 'TN', 'MA', 'EG', 'LB']",3.490794703227999,0.6252846880940711,21.2%-50%
1695529068585986,['MY'],3.4610678986116556,0.6868099326927269,21.2%-50%
8220976,"['US', 'CA']",0.01,0.6379581167725804,21.2%-50%
1753012934144001,"['MX', 'UY', 'CL', 'CO', 'AR', 'EC', 'PE', 'BR']",3.3376728934696778,0.6520562318033492,21.2%-50%
1770119534193714,['PL'],3.45508980674882,0.7323980826474225,21.2%-50%
8662606,['ID'],3.459341291752884,0.6962552940455532,21.2%-50%
1735138441321473,['NL'],3.219803599965128,0.721950187304876,21.2%-50%
8250939,"['MY', 'ID']",3.1232590903489785,0.6196081264412288,21.2%-50%
1715218806419458,['KZ'],3.418121853095275,0.6577991640637167,21.2%-50%
2229067,['ID'],3.538639960088587,0.6552619944683594,21.2%-50%
1717904650320898,['JP'],3.075876244853134,0.7160289528461614,21.2%-50%
9676392,"['SA', 'OM', 'BH', 'QA', 'AE', 'DZ', 'JO', 'IQ', 'KW', 'TN', 'MA', 'EG', 'LB']",3.4248588765960952,0.6202414902400192,21.2%-50%
1759961674414082,['KZ'],3.4502274183007193,0.6552559757123516,21.2%-50%
2138727,"['VN', 'KH']",3.357603954744571,0.7127358405885428,21.2%-50%
1714437585276929,"['MX', 'UY', 'CL', 'AR', 'CO', 'EC', 'PE', 'BR']",3.408378565093749,0.719084655415007,21.2%-50%
1767935702692865,['HU'],3.3955770266964325,0.6466949212337841,21.2%-50%
1746474509119521,"['SA', 'BH', 'OM', 'QA', 'JO', 'IQ', 'KW', 'MA', 'EG', 'LB']",3.607361614963704,0.7277199748415661,21.2%-50%
9276652,"['GB', 'IE']",0.01,0.714821705684283,21.2%-50%
6525737,['TH'],3.5556116717404507,0.7112879644869206,21.2%-50%
9957396,"['MX', 'UY', 'CL', 'EC', 'PE', 'BR']",3.467068189249554,0.6775945193710249,21.2%-50%
1714960827917314,"['MX', 'UY', 'CL', 'CO', 'AR', 'EC', 'PE', 'BR']",3.391875817101984,0.6104462299304398,21.2%-50%
1714052230375426,['IT'],3.5191431024858666,0.7000533938714171,21.2%-50%
8622880,['PH'],3.2937167098553775,0.6373203843501624,21.2%-50%
1736353461364738,"['MX', 'UY', 'CO', 'AR', 'CL', 'EC', 'PE', 'BR']",3.447052861730409,0.6599365862019532,21.2%-50%
6251389,"['US', 'CA']",0.01,0.6806601106124153,21.2%-50%
1672120680486917,"['US', 'CA']",3.4154560959218156,0.7126995964680546,21.2%-50%
1672986668009478,['BY'],3.4622363765401554,0.685535432337407,21.2%-50%
1735693880924161,['HU'],3.5724133634106017,0.7319653671476263,21.2%-50%
1759170867953714,"['SA', 'OM', 'BH', 'QA', 'JO', 'KW', 'EG', 'LB']",3.0313460398785814,0.6404322008225309,21.2%-50%
1011085,"['VN', 'PH']",3.440085501042504,0.7157352956887815,21.2%-50%
1718383547650050,['KZ'],3.528540517461692,0.6272208057038829,21.2%-50%
1695191272186881,"['SA', 'ZA', 'OM', 'QA', 'JO', 'IQ', 'PK', 'KW', 'LB', 'EG']",3.5177437993442213,0.667937569969236,21.2%-50%
1717873004098561,['NO'],3.4917471769013306,0.7277828469452489,21.2%-50%
6853731,"['MX', 'CL', 'CO', 'AR', 'PT', 'PE', 'BR']",3.3389925860663126,0.6717082080647724,21.2%-50%
1738944472697858,['GR'],3.354198547857421,0.7196089600221971,21.2%-50%
1702615776441346,['TW'],3.4340601449815447,0.6740594635088851,21.2%-50%
8895709,"['US', 'CA']",3.474203774877335,0.7057485620829962,21.2%-50%
1707485343250433,['JP'],3.4144742548027556,0.7007288977358622,21.2%-50%
1743688605202449,['PH'],2.9703077985523576,0.6967259858072623,21.2%-50%
1741850392320033,['VN'],3.4817447359753473,0.7004153748359717,21.2%-50%
1740028774112258,['VN'],3.4685306176166004,0.7275513547894543,21.2%-50%
1695769002769410,"['MX', 'UY', 'CO', 'AR', 'CL', 'EC', 'PE', 'BR']",3.388912650627872,0.6931617017259697,21.2%-50%
1752174568394754,['GB'],3.440675511130953,0.685859104149204,21.2%-50%
8310909,['VN'],3.48021891289201,0.6550468573354822,21.2%-50%
1769237292544050,['DE'],3.3951448977964915,0.6245978945993351,21.2%-50%
1714819600846850,['KR'],3.4603751533821883,0.7247621999264884,21.2%-50%
1745028869745697,['IL'],3.3915292006610516,0.7006766512878835,21.2%-50%
1771649360667650,['SE'],3.4439834156119926,0.7229290630934141,21.2%-50%
5988360,['VN'],3.4221067207548437,0.7046825213725342,21.2%-50%
5252512,"['SA', 'OM', 'BH', 'QA', 'AE', 'DZ', 'JO', 'IQ', 'KW', 'TN', 'MA', 'LB', 'EG']",3.416829887691813,0.6576289913061142,21.2%-50%
1762949452156946,['KH'],3.423725398019867,0.7083354788475003,21.2%-50%
2963527,"['UA', 'RU', 'GB', 'IE']",3.37946665829928,0.6408252462276104,21.2%-50%
1736960305758209,['JP'],3.4062823145315497,0.683823424248066,21.2%-50%
1690659763144705,['VN'],3.486999619208655,0.725904636250052,21.2%-50%
2861367,"['GB', 'RO', 'IE']",3.476926204433985,0.6637956364583811,21.2%-50%
1769227294349330,['PT'],3.3220719356078727,0.7062586235555638,21.2%-50%
6888819,"['US', 'CA']",3.278233362772792,0.7220024344769966,21.2%-50%
1732439728831489,['FI'],3.268450492700173,0.6158715868159996,21.2%-50%
1709535619322882,"['MX', 'UY', 'CL', 'AR', 'CO', 'EC', 'PE', 'BR']",3.4396739190067613,0.6726149549702345,21.2%-50%
1732438000449538,['FI'],3.3973479871391428,0.6442531795033494,21.2%-50%
1739401454974978,['VN'],3.479726056891574,0.6582766534543902,21.2%-50%
1714699813424130,"['MX', 'UY', 'CL', 'AR', 'CO', 'EC', 'PE', 'BR']",3.328656590862164,0.6687589186355278,21.2%-50%
1739929854796801,['JP'],3.4689749966350556,0.67103668259139,21.2%-50%
1754816678742065,['DK'],3.0095035849669594,0.7341992812634116,21.2%-50%
1707712541908993,['GB'],3.2711322427033203,0.7025007765828245,21.2%-50%
1695036841030657,['GB'],3.6128900451966937,0.6833120368272042,21.2%-50%
7078113,['HU'],3.3471890114637057,0.6146286042252331,21.2%-50%
1715412305289217,['GB'],3.318874681264631,0.6810486254341783,21.2%-50%
1738218399766529,['GB'],3.5179312915117835,0.6876125865731012,21.2%-50%
1672028640715781,"['SA', 'OM', 'BH', 'QA', 'JO', 'IQ', 'KW', 'EG', 'LB']",2.8942133844608904,0.6381210453609516,21.2%-50%
6677133,"['AU', 'NZ']",3.7612769981466108,0.611823925133595,21.2%-50%
1743733536302098,['VN'],3.4766491461010975,0.7192193041628888,21.2%-50%
1710303142350850,['PH'],2.609492771032229,0.6440138540834718,21.2%-50%
1729354981773313,['NL'],3.500486329907331,0.7326647866408024,21.2%-50%
1769388556471314,['ID'],3.4599014652052893,0.7099494865882253,21.2%-50%
8085619,"['UA', 'RU', 'GB', 'IE']",3.0206081872951627,0.6782269904555925,21.2%-50%
1908685,"['GB', 'IT', 'IE']",3.446640355577745,0.6910595258009966,21.2%-50%
1716603082926081,['FR'],3.20481008358706,0.6934544521725314,21.2%-50%
1750192107946001,['SE'],3.144266301822445,0.6839563448717066,21.2%-50%
9152229,"['UA', 'RU', 'GB', 'IE']",3.38213618012865,0.6537283907236829,21.2%-50%
1700712799127554,['BY'],3.470663415331938,0.6498691332608773,21.2%-50%
1755920005992482,['KR'],3.493507703327589,0.6405029309148248,21.2%-50%
1709538829889538,"['US', 'CA']",3.397975077182906,0.7024879788152356,21.2%-50%
1729420416668674,['VN'],3.473389477081547,0.6598336383264877,21.2%-50%
1705878830248961,['GB'],3.424066630012796,0.6795510196562302,21.2%-50%
1714437736888321,"['MX', 'UY', 'CO', 'AR', 'CL', 'EC', 'PE', 'BR']",3.409103958760704,0.6479438675079672,21.2%-50%
1759883889722386,['KZ'],3.481309572792558,0.6656939258179176,21.2%-50%
1736806401258498,['DE'],3.4828268564580496,0.6766958382958959,21.2%-50%
7091528,"['ES', 'GB', 'IE']",3.3225392774164773,0.6161718545153302,21.2%-50%
9211081,['JP'],3.320989080892255,0.7297726364713807,21.2%-50%
2713299,['ID'],3.304146409218842,0.6763426344523485,21.2%-50%
6238895,"['GB', 'RO', 'IE']",3.428599394216944,0.7260237513941314,21.2%-50%
1764043372560386,['KH'],3.555870514701594,0.6463221090931655,21.2%-50%
1752814644707361,['DE'],3.480237379350521,0.6835232148481247,21.2%-50%
1746471679126529,"['SA', 'BH', 'OM', 'QA', 'JO', 'IQ', 'KW', 'MA', 'EG', 'LB']",3.5420096659364835,0.7338543500116843,21.2%-50%
1743733252058114,['PH'],2.956186928754766,0.7174975159480899,21.2%-50%
3250923,['VN'],3.3649110289459467,0.6710254885208871,21.2%-50%
1770378596425729,['GB'],3.25622104349039,0.6583678782689739,21.2%-50%
1748621311175681,"['MX', 'UY', 'CL', 'AR', 'CO', 'EC', 'PE', 'BR']",3.4670778336736605,0.6310430792751881,21.2%-50%
1724279233783810,"['MX', 'CO', 'AR', 'CL', 'PE']",3.4409280200706944,0.7346175846107356,21.2%-50%
1755168751809617,['DE'],3.442239767336814,0.687954240363811,21.2%-50%
6507895,"['ES', 'GB', 'IE']",3.610824235213101,0.6180650374262983,21.2%-50%
2658129,"['SI', 'GB', 'IE']",3.2628880423749522,0.7244952788411079,21.2%-50%
1772589427457042,['TW'],3.45511322061827,0.6183716972463155,21.2%-50%
6018996,['VN'],3.3925678584877472,0.6590782892584472,21.2%-50%
5229352,"['ES', 'GB', 'IE']",3.4734398448879524,0.6566136719596668,21.2%-50%
1684284296197122,['KR'],3.3198342764339195,0.6832495206234162,21.2%-50%
5357953,['ID'],3.2516953455289648,0.6686603371705996,21.2%-50%
9612813,"['PL', 'GB', 'IE']",3.1095709841496526,0.6351304984493896,21.2%-50%
1677146358517761,['RO'],3.3454048887717596,0.7035714517169998,21.2%-50%
1754268607211537,['FR'],3.4154789801844427,0.7069963324592595,21.2%-50%
1715242884561922,"['MX', 'UY', 'CO', 'CL', 'AR', 'EC', 'PE', 'BR']",3.463087789390243,0.6506745211400519,21.2%-50%
2796851,['KZ'],3.1847148155243286,0.6091402265961149,21.2%-50%
3500723,"['SA', 'OM', 'QA', 'AE', 'TR', 'PK', 'KW', 'MA', 'EG', 'LB']",0.01,0.6157530799758664,21.2%-50%
1709528915683329,"['MX', 'UY', 'CO', 'AR', 'CL', 'EC', 'PE', 'BR']",3.335627826514044,0.6532969549287689,21.2%-50%
1743522632016930,['FI'],3.4646797711720803,0.6845114612162024,21.2%-50%
1730407751343106,['VN'],3.4792694476939023,0.7094528620502426,21.2%-50%
1769411685685298,['RO'],3.1485712662549785,0.6545211004384445,21.2%-50%
1694285854171202,['FR'],3.1643448971396717,0.7197577208649207,21.2%-50%
6775555,"['SA', 'OM', 'BH', 'QA', 'AE', 'TR', 'PK', 'KW', 'MA', 'EG']",3.5071834615844732,0.6169817745411184,21.2%-50%
9689106,['ID'],3.437604006107068,0.707581299687255,21.2%-50%
1960716,"['UA', 'RU', 'GB', 'IE']",3.356539539029473,0.6792955195886036,21.2%-50%
6958678,['VN'],3.4775261442900107,0.7175499678325878,21.2%-50%
1708245356577793,['PT'],3.4589716675663245,0.7197062267996936,21.2%-50%
1753333041068065,['ME'],3.5255040183662523,0.6887627233743978,21.2%-50%
1772265235365890,['ID'],3.4154942353959674,0.7172127715535183,21.2%-50%
1746471679125505,['FI'],3.362125005530233,0.6431520647226261,21.2%-50%
1772483946030082,['ES'],3.5008832344531116,0.6351173898042373,21.2%-50%
5559050,['KZ'],3.4336223041229528,0.7272526346639705,21.2%-50%
1770122030869554,['FI'],3.3484487975365065,0.6593226155866668,21.2%-50%
1771651756368914,['CZ'],3.247227316731675,0.6933922931973698,21.2%-50%
1702615828243457,['TW'],3.39584984610555,0.7018979731799999,21.2%-50%
1771833218364418,['JP'],3.14189715602953,0.7133002502052819,21.2%-50%
1896261,"['US', 'CA']",2.643355296253598,0.6882416328619559,21.2%-50%
1723656806883329,"['MX', 'UY', 'CL', 'AR', 'CO', 'EC', 'PE', 'BR']",3.0329615154505065,0.7111953591006245,21.2%-50%
1695096874431489,['GB'],0.01,0.6490606351709375,21.2%-50%
1752174620822530,['IT'],3.3660811719437866,0.7295009751906475,21.2%-50%
1695065942222849,['ID'],2.784595442934252,0.6668335523512723,21.2%-50%
1757803306771474,['IL'],3.286004013083909,0.6475082632930438,21.2%-50%
1725613596949506,['VN'],3.558738834142008,0.6779151401421649,21.2%-50%
9075900,"['VN', 'AU']",3.456094967131552,0.7277896021003923,21.2%-50%
5628560,"['PH', 'SG']",3.280269469352838,0.6508708737728505,21.2%-50%
7339032,"['PL', 'GB', 'IE']",0.01,0.7284863437130302,21.2%-50%
1772381082377233,['DE'],3.508822889658551,0.6837099167746906,21.2%-50%
6217365,['ID'],3.1368145330384136,0.6665867041809435,21.2%-50%
1752720374569010,['DE'],3.4194007843134475,0.6690582132756783,21.2%-50%
1722190997808130,['JP'],3.4235657768060923,0.7074497421944062,21.2%-50%
1738220875222018,['ES'],3.51370495795241,0.7317431839096267,21.2%-50%
1677142216695810,['JP'],3.284224376837406,0.7092527839097601,21.2%-50%
1752274718632994,['DE'],3.41959272193822,0.6968281169514413,21.2%-50%
1693854687232002,['PT'],3.513974800514851,0.6690463466117689,21.2%-50%
1734245031704577,['MY'],3.4522770065680977,0.7090970449877066,21.2%-50%
1709538693282817,"['US', 'CA']",3.3179699777909293,0.6910490991972514,21.2%-50%
7767295,"['BE', 'NL']",2.9865574166414612,0.6767310322932205,21.2%-50%
2980780,['TH'],3.465411213036271,0.6577765810092132,21.2%-50%
1690681203885058,['GB'],2.9310393863279924,0.6147930741421835,21.2%-50%
1694644355452929,['TH'],3.3975989794729147,0.6524008851815274,21.2%-50%
1671854872651782,"['SA', 'BH', 'OM', 'QA', 'JO', 'IQ', 'KW', 'MA', 'LB', 'EG']",2.7234838265291375,0.6169345450915049,21.2%-50%
1752092805324881,['PL'],3.449822633468259,0.7085765748138273,21.2%-50%
7330192,"['MX', 'CO', 'AR', 'CL', 'PE', 'BR']",0.01,0.7225080645754534,21.2%-50%
1708417566496770,['NO'],3.469224074211802,0.7179318392218478,21.2%-50%
1714701418056706,"['MX', 'UY', 'CO', 'CL', 'AR', 'EC', 'PE', 'BR']",3.472724464390825,0.729036301727961,21.2%-50%
1741913057608722,['VN'],3.458244299998796,0.7261305737952477,21.2%-50%
6307635,['ID'],3.2172994545701443,0.6117867867016099,21.2%-50%
1958955,"['SA', 'OM', 'BH', 'AE', 'KW', 'MA', 'EG', 'LB']",3.5357729832797213,0.6556474248118769,21.2%-50%
1739404231546882,['VN'],3.103136896782956,0.639352951253193,21.2%-50%
6082237,"['NO', 'DK', 'GB', 'SE', 'IE']",3.5124489485610066,0.6112075627281888,21.2%-50%
1672502130826246,"['US', 'CA']",3.430546766260117,0.702108588226623,21.2%-50%
1680305893816321,['JP'],3.35765014867349,0.7129290246995936,21.2%-50%
1672986639510534,['HU'],3.4035173916493524,0.7285389088417356,21.2%-50%
7202717,"['VN', 'SG']",3.3570953545160247,0.6843625404992115,21.2%-50%
7210610,"['TR', 'GB', 'IE']",3.4106154348542206,0.7120325276476329,21.2%-50%
1684284299223042,['KR'],3.5941104017697563,0.7091151066431288,21.2%-50%
1726035034103809,"['US', 'CA']",3.4415968487929667,0.7118674191184647,21.2%-50%
1703245158008833,['JP'],3.0970667885215946,0.6549140560225961,21.2%-50%
1765410904045586,['CZ'],2.9191772360719694,0.6366203262010066,21.2%-50%
1724470408352770,"['SA', 'BH', 'OM', 'QA', 'JO', 'IQ', 'KW', 'LB', 'EG']",3.4950236700002506,0.7117719346683417,21.2%-50%
1760317489090561,['HU'],3.4575218122268576,0.7175827271833303,21.2%-50%
1764066885924882,['KH'],3.551641429528995,0.6913213546979933,21.2%-50%
9677967,"['UA', 'RU', 'GB', 'IE']",3.4071656892407085,0.6219015800114138,21.2%-50%
1690832211660801,['VN'],3.518096948547697,0.7195208736103081,21.2%-50%
9537123,['TW'],3.2519445547554002,0.7054881280335532,21.2%-50%
1705885139658754,['ES'],3.332024084507914,0.6438837503185563,21.2%-50%
1735485686245377,['PH'],3.2427530019186266,0.7330744418040215,21.2%-50%
1863322,"['SA', 'OM', 'BH', 'QA', 'DZ', 'AE', 'JO', 'IQ', 'KW', 'TN', 'MA', 'EG', 'LB']",3.4846794430673897,0.6204802682317322,21.2%-50%
1672187707661318,"['SA', 'BH', 'OM', 'QA', 'JO', 'IQ', 'KW', 'LB', 'EG']",3.498673507448378,0.6684124033579114,21.2%-50%
1711502592171010,['GB'],3.4498702833901636,0.6401086290293087,21.2%-50%
1170018,"['GB', 'IE']",3.488569491169325,0.6335233379362653,21.2%-50%
1716134635254786,"['MX', 'UY', 'CL', 'CO', 'AR', 'EC', 'PE', 'BR']",3.57584109483956,0.7136389868585349,21.2%-50%
1737385918688258,['MY'],3.4546881435085126,0.6859452418200921,21.2%-50%
1755154458300449,['FI'],3.4113818761582264,0.630690138660803,21.2%-50%
1771651748366369,['DK'],3.512794526958244,0.7234294758261111,21.2%-50%
1738944644500481,['HU'],3.368189450561657,0.7028072027394764,21.2%-50%
1740028757121026,['VN'],3.462905312971098,0.7335628212222036,21.2%-50%
1693552146083842,['VN'],3.510715098376966,0.7303068085622784,21.2%-50%
1736353473700865,"['MX', 'UY', 'CO', 'CL', 'AR', 'EC', 'PE', 'BR']",3.4685786036811375,0.7117395573165315,21.2%-50%
1701554233992194,['GB'],2.98772351101337,0.6226128058518571,21.2%-50%
1578300,"['IE', 'FR']",3.4796027170807062,0.6771131673677921,21.2%-50%
9727581,"['GB', 'IE', 'HU']",3.3053846482154583,0.6857963167126164,21.2%-50%
9861288,['VN'],3.0472278561289428,0.6836993417890824,21.2%-50%
1727530193767425,['JP'],3.396195605897323,0.6831425462998401,21.2%-50%
1764223632918561,['KH'],3.4916968096509673,0.6157117795940537,21.2%-50%
6033896,['ID'],3.092399396125544,0.6794968725999223,21.2%-50%
1721671945959426,['DK'],3.4148796034589655,0.7176655669159032,21.2%-50%
3383592,['VN'],3.046348403835251,0.6602610138527286,21.2%-50%
1695026525197314,['GB'],3.4537051647022845,0.6273063739956793,21.2%-50%
1742531919621137,['VN'],3.4796582262309452,0.7032620419119603,21.2%-50%
3139893,['TW'],3.142952405476597,0.6212953923292841,21.2%-50%
1708440532375554,"['MX', 'UY', 'CO', 'AR', 'CL', 'EC', 'PE', 'BR']",3.216769609124736,0.6848637533170817,21.2%-50%
1695193495897089,"['SA', 'OM', 'ZA', 'BH', 'QA', 'JO', 'PK', 'KW', 'LB', 'EG']",3.575708768151754,0.7202329168110193,21.2%-50%
1707001515026434,"['US', 'CA']",3.4260396794262764,0.696013724633372,21.2%-50%
9370273,"['US', 'CA']",3.4849159010790562,0.7006230367348874,21.2%-50%
1852276,"['GB', 'IE']",3.414799341752021,0.6128055743111106,21.2%-50%
6233278,"['ES', 'OTHER', 'GB']",3.385566588605134,0.6687348083778321,21.2%-50%
1729420048067586,['VN'],3.549047805778839,0.7298080318332433,21.2%-50%
1731144009953282,['KR'],3.4700464853525688,0.7292112460838067,21.2%-50%
1746579210216466,['PH'],3.3388648085517594,0.7064767724188291,21.2%-50%
1695025848732673,['GB'],3.453311748286289,0.6710561400332126,21.2%-50%
2502751,"['SA', 'OM', 'BH', 'QA', 'AE', 'DZ', 'JO', 'IQ', 'KW', 'TN', 'MA', 'LB', 'EG']",3.4432363765052183,0.6590850281645027,21.2%-50%
5160681,"['AU', 'NZ']",3.141301953405858,0.613689789988764,21.2%-50%
2281096,['ID'],3.359331408357439,0.6267110669290363,21.2%-50%
9630899,"['GB', 'RO', 'IE']",3.526448286438786,0.6995190340958624,21.2%-50%
5506285,"['AU', 'ID', 'NZ']",3.412939716899714,0.6725592795826599,21.2%-50%
1770122728379393,['PL'],3.1973624660410733,0.6924619567965391,21.2%-50%
1755803536984066,['DE'],3.4225950983188778,0.6741881631452166,21.2%-50%
1695027469140994,['IT'],3.1907959770866734,0.6930461569492846,21.2%-50%
1725363675133953,['KZ'],3.4980532673094675,0.6296438519240263,21.2%-50%
3180051,"['US', 'CA']",3.448454601217758,0.6136691558355757,21.2%-50%
6903900,"['GB', 'RO', 'IE']",0.01,0.6815141504892119,21.2%-50%
1729833018645505,"['US', 'CA']",3.220095130445774,0.6300860011055289,21.2%-50%
1772483949089793,['GB'],3.3834536604832364,0.7319172313411854,21.2%-50%
1703245393506306,['JP'],3.4236957074387813,0.6841656886173049,21.2%-50%
1719287042401282,['NL'],3.4478179420488715,0.7260698998137053,21.2%-50%
1714584384336897,['GB'],3.4582674705232557,0.650949310649108,21.2%-50%
1736806501390337,['GB'],3.340795353865985,0.6125253592898257,21.2%-50%
1716134646375425,"['MX', 'UY', 'CO', 'AR', 'CL', 'EC', 'PE', 'BR']",3.4707491768774146,0.7296726796271077,21.2%-50%
2097663,['KR'],3.1717963308335304,0.6788536727295849,21.2%-50%
9699751,['ID'],3.45034636945643,0.6525580042628643,21.2%-50%
1734413363948546,['ES'],3.5154382057390015,0.7125779913994059,21.2%-50%
1671655809916934,"['US', 'CA']",3.4632701555909717,0.7169121698513399,21.2%-50%
8818299,"['SA', 'ZA', 'QA', 'AE', 'JO', 'PK', 'KW', 'MA', 'LB', 'EG']",3.8104523390564737,0.6235529214342893,21.2%-50%
1520799,['VN'],3.4660021911530743,0.6786273309727461,21.2%-50%
1668911729787909,"['US', 'CA']",3.426499679147809,0.6524319309914971,21.2%-50%
3383029,['JP'],0.01,0.6840762701196019,21.2%-50%
5769891,"['LT', 'GB', 'IE']",3.4149254577137436,0.6575255018305723,21.2%-50%
6393291,"['US', 'CA']",0.01,0.6089207609614927,21.2%-50%
1736487488138241,['ID'],3.0946372719565014,0.7232406921229387,21.2%-50%
8756135,"['TR', 'GB', 'IE']",2.701372921380017,0.6250647441206101,21.2%-50%
1684211805072385,['JP'],2.962151086732432,0.6407099578371708,21.2%-50%
5099162,['BR'],2.8259232581999787,0.6927123493253614,21.2%-50%
1295012,"['MX', 'UY', 'CL', 'CO', 'AR', 'EC', 'PE', 'BR']",3.471149075636305,0.6156692034931884,21.2%-50%
2619362,['ID'],3.3787525043025264,0.6910636692708764,21.2%-50%
8252607,"['TR', 'GB', 'IE']",3.5268916280779314,0.6501166519530277,21.2%-50%
6261963,"['TR', 'GB', 'IE']",3.457697622056176,0.6935404870301073,21.2%-50%
9756566,"['US', 'CA']",0.01,0.6567469940621078,21.2%-50%
1725713402974209,['KR'],3.551485904065939,0.7115156571810911,21.2%-50%
1695037018246146,['GB'],3.2721394537650856,0.7011456444430401,21.2%-50%
1759969798094866,['KH'],3.488227996131968,0.7159878478709587,21.2%-50%
1685047356014593,['JP'],3.343561767729137,0.700756339975881,21.2%-50%
1672108412836869,"['SA', 'ZA', 'QA', 'JO', 'IQ', 'PK', 'KW', 'EG']",3.332481304671557,0.6987326415662245,21.2%-50%
6813656,['VN'],3.3311176485514182,0.6689703187654285,21.2%-50%
1690535787071490,"['US', 'CA']",3.454611096992953,0.6128469401486182,21.2%-50%
1693546002994177,['VN'],3.3891665900256633,0.6443144437392879,21.2%-50%
1743215735743490,['PL'],3.4574089746367567,0.7208845126090719,21.2%-50%
